Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 8"" ND, 300 LB, RF, ASME B16.10, 22"" LG, ASTM A216 GR WPB, HAND WHEEL, H=31 1/2"", W=31 1/2""",Globe Valve,CS300,"8""",6-P-1004,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,8,8229.229493,1537.124993,81.871,300,,New,,,,,,,P,?-?,,SHOP,,29975,,8.625,,,,,,,,,,86.1835,77.5585,22,Inline,Continuous,Globe,False,,Manual,HandWheel,31.5,31.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1007,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8054.4961,1152.366418,315.025496,300,,New,,,,,,,P,?-?,,SHOP,,29982,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1024,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,927.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,30030,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1045,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,8375.000005,645.0945,12,300,,New,,,,,,,,?-?,,SHOP,,30058,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1045,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8002.3495,741.000326,315.025496,300,,New,,,,,,,,?-?,,SHOP,,30207,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1018,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7746.391598,2795.025658,12,300,,New,,,,,,,,?-?,,SHOP,,30215,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3"" ND, 300 LB, RF, ASME B16.10, 11 3/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=21 1/2"", W=11 3/4""",Gate Valve,CS300,"3""",6-P-1041,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,3,7669.5,1096.9375,51.2735,300,,New,,,,,,,,?-?,,SHOP,,30254,,3.5,,,,,,,,,,53.0235,49.5235,11.12,Inline,Continuous,Gate,False,,Manual,HandWheel,21.5,11.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"3""",6-P-1042,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,3,8088.5,1026.362,38.679,300,,New,,,,,,,,?-?,,SHOP,,30294,,3.5,,,,,,,,,,40.429,36.929,12.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1032,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1227.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,30450,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1045,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,8375.000005,579.569,24.9745,300,,New,,,,,,,,?-?,,SHOP,,30603,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1045,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8085.319448,741.000326,315.025496,300,,New,,,,,,,,?-?,,SHOP,,30670,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1007,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8036.7816,1481.451119,142.3125,300,,New,,,,,,,P,?-?,,SHOP,,30760,,0.84,,,,,,,,,,142.7325,141.8925,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1056,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,7858,556.2025,69.131313,150,,New,,,,,,,,?-?,,SHOP,,30812,,3.5,,,,,,,,,,70.881313,67.381313,8,Inline,Continuous,Globe,False,,Manual,HandWheel,18.75,11.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1018,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7560,2847.905463,288,300,,New,,,,,,,,?-?,,SHOP,,30818,,4.5,,,,,,,,,,290.25,285.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1028,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7667.000005,532.0255,29.4745,300,,New,,,,,,,,?-?,,SHOP,,30823,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1017,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7746.391598,2655.447258,12,300,,New,,,,,,,,?-?,,SHOP,,30861,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1043,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8208.344488,534.632468,440.91125,300,,New,,,,,,,,?-?,,SHOP,,31080,,1.05,,,,,,,,,,441.43625,440.38625,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,CP IMPERIAL Valve,,,,,CP IMPERIAL Valve,Valve,CustomParts Imperial,"3""",6-P-1026,,"SKEY=VVFL,TYPE=VALVE",,FL,,,,,in,3,7463.064075,516.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,31141,,3.5,,,,,,,,,,175.724497,172.224497,17.5,Inline,,,False,False,,,,,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=20 1/4"", W=11 3/4""",Globe Valve,CS300,"3""",6-P-1007,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,3,8054.6161,1170.486418,315.025496,300,,New,,,,,,,P,?-?,,SHOP,,31183,,3.5,,,,,,,,,,316.775496,313.275496,12.5,Inline,Continuous,Globe,False,,Manual,HandWheel,20.25,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1035,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8203.035503,2424.624568,15.0585,300,,New,,,,,,,,?-?,,SHOP,,31186,,1.05,,,,,,,,,,15.5835,14.5335,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3"" ND, 300 LB, RF, ASME B16.10, 11 3/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=21 1/2"", W=11 3/4""",Gate Valve,CS300,"3""",6-P-1042,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,3,8088.5,925.362,51.2735,300,,New,,,,,,,,?-?,,SHOP,,31304,,3.5,,,,,,,,,,53.0235,49.5235,11.12,Inline,Continuous,Gate,False,,Manual,HandWheel,21.5,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1033,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8068.0198,925.362,31.265545,300,,New,,,,,,,,?-?,,SHOP,,31321,,4.5,,,,,,,,,,33.515545,29.015545,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB, HAND WHEEL, H=23 1/2"", W=15 3/4""",Globe Valve,CS300,"4""",6-P-1047,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,4,7988.38728,944.239146,527.484691,300,,New,,,,,,,,?-?,,SHOP,,31378,,4.5,,,,,,,,,,529.734691,525.234691,14,Inline,Continuous,Globe,False,,Manual,HandWheel,23.5,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1"" ND, 300 LB, FPT, ASME B16.10, 6 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1""",P1003,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.69,,,,in,1,7858,664.021659,13.9375,300,,New,,,,,,,,?-?,,SHOP,,31383,,1.315,,,,,,,,,,14.595,13.28,6.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1004,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8187.227703,1537.124993,11.996,300,,New,,,,,,,P,?-?,,SHOP,,31386,,0.84,,,,,,,,,,12.416,11.576,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1"" ND, 300 LB, FPT, ASME B16.10, 6 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1""",P1003,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.69,,,,in,1,7858,692.80383,13.9375,300,,New,,,,,,,,?-?,,SHOP,,31401,,1.315,,,,,,,,,,14.595,13.28,6.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1055,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7689.7245,467,27.7245,300,,New,,,,,,,P,?-?,,SHOP,,31879,,6.625,,,,,,,,,,31.037,24.412,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1024,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,687.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,31884,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1009,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7996.842858,1010.701792,359.594504,300,,New,,,,,,,P,?-?,,SHOP,,31892,,4.5,,,,,,,,,,361.844504,357.344504,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1013,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7689.9802,1096.9375,44.75,300,,New,,,,,,,,?-?,,SHOP,,31939,,4.5,,,,,,,,,,47,42.5,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1008,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7996.842858,1010.701792,324.405496,300,,New,,,,,,,P,?-?,,SHOP,,31955,,4.5,,,,,,,,,,326.655496,322.155496,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 8"" ND, 300 LB, RF, ASME B16.10, 21"" LG, ASTM A216 GR WPB",Check Valve,CS300,"8""",6-P-1001,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,8,7254.391598,1831.236458,49.4333,300,,New,,,,,,,P,?-?,,SHOP,,31992,,8.625,,,,,,,,,,53.7458,45.1208,21,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 150 LB, RF, ASME B16.10, 13"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49 3/4"", W=23 1/2""",Gate Valve,CS150,"10""",6-P-1035,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8203.035503,2370.61945,69.2725,150,,New,,,,,,,,?-?,,SHOP,,32055,,10.75,,,,,,,,,,74.6475,63.8975,13,Inline,Continuous,Gate,False,,Manual,HandWheel,49.75,23.5,,,,,,
,"Check Valve, Swing, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 8"" ND, 150 LB, RF, ASME B16.10, 19 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS150,"8""",6-P-1037,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,8,8263.891598,3321.5,24.999999,150,,New,,,,,,,,?-?,,SHOP,,32207,,8.625,,,,,,,,,,29.312499,20.687499,19.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1000,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,7205.521598,1884.185458,14.0625,300,,New,,,,,,,P,?-?,,SHOP,,32230,,0.84,,,,,,,,,,14.4825,13.6425,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1048,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,7992.594499,979.713647,495.047941,300,,New,,,,,,,,?-?,,SHOP,,32234,,1.05,,,,,,,,,,495.572941,494.522941,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,687.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,32410,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 10"" ND, 300 LB, WFR, RF, ASME B16.10, 3 1/4"" LG, ASTM A216 GR WPB, HAND LEVER, H=8 3/4"", W=14""",Butterfly Valve,CS300,"10""",6-P-1016,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,10,7570.419172,1750.165215,151.816856,300,,New,,,,,,,,?-?,,SHOP,,32456,,10.75,,,,,,,,,,157.191856,146.441856,3.25,Inline,Continuous,Butterfly,False,,Manual,HandLever,8.75,14,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,927.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,32475,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1038,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7803.391598,2635.236458,35.3865,300,,New,,,,,,,,?-?,,SHOP,,32562,,4.5,,,,,,,,,,37.6365,33.1365,14,Inline,Continuous,Check,True,,,,,,,,,,,
